nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y,nose_conf,left_eye_inner_conf,left_eye_conf,left_eye_outer_conf,right_eye_inner_conf,right_eye_conf,right_eye_outer_conf,left_ear_conf,right_ear_conf,mouth_left_conf,mouth_right_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_pinky_conf,right_pinky_conf,left_index_conf,right_index_conf,left_thumb_conf,right_thumb_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf,left_heel_conf,right_heel_conf,left_foot_index_conf,right_foot_index_conf
921.810,445.096,926.603,432.164,931.612,431.829,936.348,431.478,916.224,431.871,910.481,431.506,901.408,431.018,940.015,435.027,934.846,436.536,932.584,459.734,923.044,458.168,1007.375,499.117,899.172,520.765,1101.856,495.934,921.019,604.937,1188.921,473.411,877.057,561.160,1210.227,468.841,858.252,541.172,1215.243,465.676,853.361,532.247,1207.909,467.688,860.249,537.483,1007.623,661.083,935.116,665.965,1089.056,670.553,956.611,759.754,998.480,681.840,972.274,891.611,987.016,683.902,981.212,905.604,984.846,648.577,959.067,926.093,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.973,0.919,0.982,0.972,0.970,0.966,0.974,0.966,0.972,0.963,1.000,1.000,0.965,0.957,0.934,0.943,0.882,0.875,0.946,0.939
923.521,425.916,929.731,413.257,934.152,413.116,938.621,412.974,921.324,412.896,916.805,412.597,908.563,412.192,944.828,418.661,941.508,418.977,933.170,441.389,925.211,439.491,1010.908,484.770,903.384,502.435,1101.710,483.206,913.158,563.918,1182.415,465.393,871.268,527.304,1205.101,457.130,852.570,516.254,1206.392,452.607,850.534,508.782,1197.533,455.988,857.452,512.776,1007.228,641.967,941.060,646.481,1050.257,692.295,958.530,747.839,992.478,747.894,971.084,884.765,985.025,757.142,979.086,899.700,982.912,733.798,961.545,920.726,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.974,0.894,0.982,0.969,0.971,0.963,0.975,0.963,0.973,0.959,1.000,1.000,0.964,0.956,0.926,0.941,0.869,0.872,0.937,0.937
924.552,410.543,931.915,398.087,935.885,398.127,940.140,398.185,925.078,397.626,921.628,397.350,914.326,396.974,948.924,405.482,946.174,404.825,933.418,426.540,926.622,424.436,1013.447,473.178,906.813,487.343,1096.759,475.378,908.484,531.860,1169.303,458.365,870.774,501.463,1192.313,447.275,853.114,496.231,1190.946,441.665,853.067,489.938,1181.152,446.160,859.642,493.089,1005.952,626.377,945.359,630.453,1019.144,709.845,959.845,738.689,987.440,800.928,969.837,879.501,983.098,815.581,977.042,895.022,981.301,802.759,963.514,916.455,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.976,0.881,0.983,0.959,0.973,0.953,0.977,0.955,0.975,0.949,1.000,1.000,0.954,0.946,0.918,0.939,0.840,0.858,0.932,0.936
924.904,398.976,933.155,386.653,936.810,386.861,940.905,387.111,927.486,386.063,924.950,385.767,918.696,385.362,952.305,395.492,948.843,394.081,933.327,415.185,927.278,413.004,1014.990,464.339,909.459,475.489,1087.000,472.450,906.997,508.765,1149.584,452.327,875.573,483.640,1171.862,439.273,859.884,481.104,1168.906,432.851,860.961,475.714,1158.765,438.202,866.818,478.419,1003.796,614.314,948.011,617.881,995.719,723.203,960.556,732.305,983.366,840.943,968.534,875.819,981.236,859.220,975.080,891.571,980.012,855.460,964.974,913.281,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.976,0.828,0.984,0.892,0.974,0.889,0.978,0.893,0.975,0.889,1.000,1.000,0.938,0.934,0.909,0.934,0.806,0.836,0.923,0.931
924.575,391.216,933.452,378.955,936.927,379.318,940.915,379.751,928.548,378.206,926.772,377.846,921.673,377.359,954.969,388.689,949.516,386.744,932.898,407.326,927.177,405.195,1015.537,458.255,911.321,466.872,1072.436,474.422,908.697,494.631,1123.257,447.278,885.668,473.833,1143.748,433.126,872.880,470.872,1140.270,426.165,874.216,466.110,1130.371,432.115,878.980,468.767,1000.760,605.777,949.018,608.764,979.980,732.369,960.663,728.685,980.256,867.938,967.175,873.720,979.439,888.059,973.202,889.348,979.046,891.901,965.924,911.202,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.968,0.761,0.976,0.814,0.967,0.815,0.972,0.819,0.968,0.816,1.000,1.000,0.878,0.877,0.868,0.903,0.746,0.787,0.887,0.904
922.449,387.642,931.447,375.332,934.805,375.900,938.685,376.580,927.267,374.373,926.528,373.905,923.658,373.288,956.521,385.355,947.029,383.115,930.976,403.111,925.235,401.440,1014.350,454.957,912.165,461.774,1047.176,480.827,914.195,489.526,1081.279,441.779,905.482,479.951,1098.407,428.672,897.596,472.775,1095.025,421.765,898.616,468.882,1086.176,428.011,901.275,471.662,994.237,600.700,948.044,603.578,984.917,731.049,959.812,728.967,980.302,861.011,967.028,874.372,978.047,877.469,972.884,889.667,980.340,889.477,966.754,911.092,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.969,0.690,0.978,0.738,0.970,0.739,0.974,0.743,0.970,0.741,1.000,1.000,0.871,0.830,0.872,0.893,0.751,0.772,0.894,0.902
921.127,388.501,930.060,376.199,933.611,376.882,937.594,377.728,925.415,375.139,924.933,374.584,923.374,373.841,958.694,385.893,942.693,384.326,930.370,402.755,923.938,401.805,1013.025,455.139,912.412,461.347,1020.834,494.248,924.026,496.673,1039.006,436.788,927.727,487.627,1053.858,426.116,925.126,474.547,1051.876,419.622,924.185,470.469,1044.176,425.958,924.730,473.544,990.139,601.199,945.258,602.693,984.795,733.309,957.991,731.948,980.458,862.121,968.622,876.436,977.119,877.326,974.209,889.788,983.215,892.709,970.110,911.161,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.970,0.635,0.978,0.669,0.970,0.671,0.975,0.675,0.970,0.675,1.000,1.000,0.850,0.812,0.862,0.882,0.716,0.745,0.886,0.892
920.123,392.302,929.290,379.531,933.152,380.176,937.236,381.029,923.695,378.281,923.052,377.473,922.056,376.385,960.126,388.477,937.899,386.747,930.092,405.870,922.307,404.798,1012.653,457.751,909.777,461.394,1000.091,510.969,932.084,508.520,1004.391,437.511,946.017,494.377,1014.739,425.413,949.175,475.838,1014.800,418.656,945.829,470.357,1007.487,425.362,944.588,474.131,987.618,603.364,941.122,603.720,984.609,732.367,955.482,736.830,985.702,868.046,965.659,879.538,978.200,879.189,967.147,890.521,983.957,897.852,968.687,912.390,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.917,0.606,0.916,0.674,0.913,0.674,0.915,0.676,0.903,0.669,1.000,1.000,0.816,0.792,0.815,0.849,0.659,0.699,0.833,0.857
918.924,395.256,927.900,382.446,932.065,383.073,936.276,383.914,921.560,380.942,920.753,379.942,919.977,378.564,959.457,390.818,934.147,388.659,929.558,408.773,920.836,407.374,1008.022,459.166,912.443,459.343,979.563,526.038,940.297,518.170,973.054,441.861,957.350,492.519,974.484,426.849,959.348,467.165,979.921,419.686,953.672,459.945,975.728,425.290,952.608,465.180,982.499,603.574,936.764,602.267,977.428,731.185,955.237,736.011,969.103,867.669,955.630,879.419,969.769,882.097,963.191,893.638,965.431,902.141,964.246,915.285,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.880,0.579,0.886,0.671,0.883,0.666,0.883,0.666,0.863,0.652,1.000,1.000,0.793,0.780,0.797,0.827,0.617,0.653,0.812,0.830
916.140,396.595,925.064,383.858,929.260,384.434,933.409,385.200,918.624,382.190,917.755,381.082,916.892,379.553,956.563,391.953,931.626,389.448,927.324,410.270,918.469,408.585,1006.008,460.478,911.640,456.424,976.391,539.332,935.937,523.508,967.833,447.769,943.663,478.068,964.961,427.656,943.553,450.688,973.410,420.658,937.220,442.926,970.655,425.473,938.389,448.160,978.443,601.282,932.522,599.241,970.858,728.886,947.103,731.976,955.672,864.723,934.433,873.736,961.080,885.693,946.533,892.244,953.935,903.437,944.950,914.679,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,0.999,1.000,1.000,0.860,0.543,0.881,0.649,0.879,0.646,0.878,0.644,0.852,0.626,1.000,1.000,0.761,0.768,0.781,0.812,0.578,0.615,0.792,0.810
