nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y,nose_conf,left_eye_inner_conf,left_eye_conf,left_eye_outer_conf,right_eye_inner_conf,right_eye_conf,right_eye_outer_conf,left_ear_conf,right_ear_conf,mouth_left_conf,mouth_right_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_pinky_conf,right_pinky_conf,left_index_conf,right_index_conf,left_thumb_conf,right_thumb_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf,left_heel_conf,right_heel_conf,left_foot_index_conf,right_foot_index_conf
783.673,445.591,788.562,438.199,792.297,438.389,795.517,438.537,780.362,438.097,778.432,438.281,776.645,438.395,802.881,443.138,779.244,442.355,792.428,454.256,781.214,454.475,825.956,488.086,756.735,491.769,859.942,536.657,722.487,541.074,911.944,549.629,691.081,571.803,927.039,552.949,678.559,577.069,929.498,550.301,675.914,574.245,922.573,550.193,681.725,574.203,819.381,618.560,772.192,621.886,852.310,705.579,777.709,712.441,897.834,794.302,791.142,798.305,896.736,808.343,797.363,815.014,918.376,828.105,757.266,818.841,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.969,0.933,0.954,0.966,0.931,0.954,0.936,0.959,0.904,0.948,1.000,1.000,0.838,0.725,0.903,0.820,0.821,0.723,0.894,0.790
781.774,446.830,787.070,439.548,790.563,439.763,793.823,439.999,780.027,439.341,778.412,439.424,776.877,439.421,802.228,444.675,780.155,443.499,789.535,455.745,779.915,455.600,825.563,490.868,756.803,494.111,856.988,539.562,723.133,541.347,903.227,552.596,691.673,574.202,917.282,555.048,679.037,579.712,919.396,552.030,676.336,577.351,913.040,551.845,682.281,577.076,820.013,618.120,773.787,621.597,854.233,708.000,779.393,714.394,898.279,795.223,792.239,801.166,896.489,809.289,799.360,817.599,919.610,829.064,758.681,820.982,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.972,0.939,0.959,0.969,0.938,0.959,0.942,0.963,0.913,0.953,1.000,1.000,0.854,0.752,0.913,0.837,0.837,0.749,0.904,0.810
780.011,447.809,785.645,440.596,788.933,440.834,792.211,441.144,779.541,440.300,778.186,440.299,776.859,440.203,801.464,445.887,780.709,444.366,786.976,456.917,778.609,456.481,825.032,493.058,756.718,496.019,853.576,541.940,723.681,541.711,894.692,555.357,692.203,576.357,907.773,557.182,679.543,582.091,909.556,553.873,676.754,580.085,903.689,553.635,682.784,579.592,820.329,617.687,774.899,621.297,855.470,709.854,780.677,715.951,898.354,795.882,793.048,803.412,896.035,809.991,800.894,819.589,920.304,829.790,759.759,822.696,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.973,0.942,0.962,0.972,0.942,0.962,0.946,0.966,0.919,0.957,1.000,1.000,0.868,0.776,0.921,0.853,0.850,0.770,0.913,0.829
778.387,448.530,784.286,441.341,787.406,441.602,790.681,441.971,778.904,440.974,777.753,440.906,776.591,440.740,800.592,446.776,780.907,444.957,784.753,457.772,777.294,457.119,824.362,494.655,756.479,497.492,849.706,543.792,724.130,542.166,886.339,557.911,692.672,578.268,898.513,559.351,680.078,584.206,899.978,555.830,677.169,582.448,894.520,555.563,683.235,581.751,820.328,617.262,775.528,620.985,856.019,711.140,781.562,717.113,898.059,796.281,793.569,805.043,895.372,810.448,801.966,820.984,920.459,830.282,760.499,823.980,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.974,0.943,0.964,0.973,0.945,0.965,0.949,0.969,0.924,0.960,1.000,1.000,0.881,0.796,0.928,0.866,0.859,0.787,0.921,0.844
776.900,448.991,782.993,441.785,785.982,442.068,789.233,442.481,778.115,441.361,777.114,441.246,776.073,441.034,799.609,447.340,780.748,445.271,782.864,458.310,775.973,457.513,823.553,495.661,756.086,498.531,845.378,545.117,724.481,542.713,878.168,560.259,693.078,579.935,889.501,561.554,680.641,586.058,890.664,557.900,677.580,584.439,885.532,557.628,683.633,583.554,820.010,616.844,775.673,620.662,855.881,711.859,782.048,717.880,897.394,796.418,793.802,806.058,894.501,810.661,802.576,821.785,920.075,830.541,760.903,824.837,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.975,0.943,0.967,0.975,0.950,0.967,0.953,0.971,0.929,0.963,1.000,1.000,0.893,0.815,0.935,0.879,0.870,0.805,0.929,0.859
775.281,448.558,781.493,441.179,784.432,441.504,787.676,441.976,776.624,440.662,775.650,440.533,774.560,440.336,797.904,447.012,779.356,444.731,781.021,457.769,774.041,456.963,821.708,495.117,755.025,498.536,839.171,544.929,723.784,543.534,869.812,562.074,692.803,580.894,880.578,563.182,680.745,587.190,881.375,559.595,677.587,585.580,876.455,559.510,683.484,584.501,818.765,616.214,774.384,619.950,854.336,711.787,781.259,717.608,895.488,795.605,792.872,805.408,892.542,809.848,802.062,820.957,918.265,830.141,760.135,824.554,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.977,0.945,0.969,0.977,0.954,0.970,0.957,0.973,0.935,0.966,1.000,1.000,0.903,0.833,0.942,0.890,0.881,0.822,0.936,0.872
774.452,448.556,780.763,441.075,783.628,441.425,786.775,441.909,775.738,440.548,774.715,440.417,773.639,440.229,797.126,446.975,778.384,444.451,780.291,457.758,772.892,456.979,820.845,495.118,754.336,498.583,834.502,546.073,724.378,543.937,862.450,564.373,693.291,582.196,872.690,565.866,681.766,588.758,873.433,562.460,678.092,587.095,868.442,562.448,683.802,585.828,817.961,615.968,773.643,619.929,852.803,711.187,781.026,717.642,894.066,795.266,792.694,805.117,891.433,809.807,801.811,820.585,916.845,830.115,759.897,824.559,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.978,0.945,0.972,0.979,0.958,0.972,0.961,0.975,0.940,0.969,1.000,1.000,0.913,0.848,0.947,0.901,0.891,0.838,0.942,0.884
773.273,448.685,779.635,441.198,782.491,441.562,785.563,442.035,774.689,440.688,773.736,440.539,772.737,440.346,796.024,447.115,777.760,444.414,779.483,457.934,771.782,457.088,820.155,495.141,753.881,498.841,830.319,546.937,725.142,544.711,853.441,566.309,694.169,583.240,862.881,568.448,682.720,589.699,863.887,564.891,678.920,587.835,858.938,564.770,684.623,586.469,817.133,615.651,772.981,619.777,851.019,710.226,781.093,718.069,893.144,795.298,792.541,805.259,890.727,809.885,801.307,820.407,915.524,829.870,760.078,824.739,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.980,0.945,0.975,0.980,0.962,0.974,0.965,0.977,0.946,0.971,1.000,1.000,0.921,0.863,0.952,0.910,0.900,0.852,0.948,0.895
772.411,448.860,778.637,441.305,781.486,441.667,784.498,442.123,774.013,440.859,773.174,440.705,772.316,440.508,795.170,447.019,777.448,444.355,778.558,458.037,771.189,457.200,819.807,494.877,753.447,498.981,826.483,546.724,726.251,545.980,843.195,568.273,694.654,584.686,851.313,571.340,683.719,591.121,852.775,567.639,679.703,589.173,848.350,567.255,685.152,587.714,816.215,615.653,772.240,619.893,849.339,709.567,781.241,718.393,892.063,795.285,792.600,805.334,889.872,809.807,801.385,820.316,914.015,829.580,760.206,824.824,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.981,0.938,0.977,0.981,0.965,0.975,0.968,0.978,0.950,0.972,1.000,1.000,0.929,0.875,0.957,0.918,0.909,0.865,0.953,0.905
771.571,448.801,777.736,441.254,780.509,441.619,783.475,442.034,773.312,440.855,772.564,440.701,771.821,440.490,794.385,446.810,777.175,444.290,777.804,457.980,770.650,457.080,819.402,494.494,752.974,498.773,822.559,545.879,727.838,546.995,831.991,569.365,695.879,586.059,838.488,573.787,685.511,593.060,840.084,570.079,681.099,590.770,836.442,569.113,686.259,589.055,815.286,615.664,771.547,620.053,848.024,709.195,781.419,718.566,891.124,795.417,792.733,805.371,889.123,809.681,801.528,820.339,912.784,829.653,760.147,824.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.982,0.928,0.979,0.981,0.968,0.976,0.971,0.979,0.954,0.973,1.000,1.000,0.936,0.885,0.961,0.926,0.916,0.875,0.958,0.914
