nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y,nose_conf,left_eye_inner_conf,left_eye_conf,left_eye_outer_conf,right_eye_inner_conf,right_eye_conf,right_eye_outer_conf,left_ear_conf,right_ear_conf,mouth_left_conf,mouth_right_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_pinky_conf,right_pinky_conf,left_index_conf,right_index_conf,left_thumb_conf,right_thumb_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf,left_heel_conf,right_heel_conf,left_foot_index_conf,right_foot_index_conf
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
476.372,713.802,483.658,713.525,484.305,714.919,484.568,716.398,481.119,709.236,502.811,718.549,500.988,716.550,501.082,368.691,472.816,709.072,501.246,369.449,466.903,717.525,494.821,380.962,425.594,700.299,369.738,713.925,351.891,711.286,366.704,712.977,384.734,708.374,374.235,702.332,397.514,707.045,388.864,715.078,409.312,705.227,388.249,716.840,406.550,709.499,455.498,392.618,454.211,382.101,496.033,413.594,499.131,399.156,489.484,444.149,167.313,717.464,487.191,449.593,155.643,715.220,148.850,714.949,531.975,422.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
